IUCN_species_name,common_name,family,genus,species,subspecies,diet_cat,diet_breadth,IUCN_category,mean_human_fp_range_2010,mean_human_fp_range_2020,percent_change_hf_2010_2020
Peromyscus yucatanicus,Yucatan deer mouse,Cricetidae,Peromyscus,yucatanicus,NA,Omnivore,1.220607265,LC,425.611184,597.6472534,40.4209466
Peromyscus zarhynchus,Chiapan deer mouse,Cricetidae,Peromyscus,zarhynchus,NA,Omnivore,1.220607265,VU,1088.449742,1366.246552,25.52224506
Philander andersoni,Anderson's four-eyed opossum,Didelphidae,Philander,andersoni,NA,Omnivore,1.504788284,LC,110.0868212,153.2183369,39.17954507
Philander deltae,Deltaic four-eyed opossum,Didelphidae,Philander,deltae,NA,Omnivore,1.504788284,LC,365.733084,511.8099546,39.94084128
Philander frenatus,Southeastern four-eyed opossum,Didelphidae,Philander,frenatus,NA,Omnivore,1.504788284,LC,913.2779341,1210.321642,32.52500649
Philander mcilhennyi,McIlhenny's four-eyed opossum,Didelphidae,Philander,mcilhennyi,NA,Omnivore,1.504788284,LC,56.85863903,77.18228405,35.7441637
Philander mondolfii,Mondolfi's four-eyed opossum,Didelphidae,Philander,mondolfii,NA,Omnivore,1.504788284,LC,683.0524822,805.807738,17.97157012
Philander opossum,Gray four-eyed opossum,Didelphidae,Philander,opossum,NA,Omnivore,1.504788284,LC,334.8661659,436.8223182,30.44683598
Phylloderma stenops,Pale-faced bat,Phyllostomidae,Phylloderma,stenops,NA,PlantSeed,1.088899975,LC,404.981628,530.0698533,30.88738269
Phyllostomus discolor,Pale spear-nosed bat,Phyllostomidae,Phyllostomus,discolor,NA,FruiNect,1.088899975,LC,438.8383226,567.5393207,29.32765701
Phyllostomus elongatus,Lesser spear-nosed bat,Phyllostomidae,Phyllostomus,elongatus,NA,Invertebrate,0.940447989,LC,362.0502962,481.5824818,33.01535361
Phyllostomus hastatus,Greater spear-nosed bat,Phyllostomidae,Phyllostomus,hastatus,NA,Omnivore,0.943348392,LC,431.565238,559.9986835,29.75991443
Pithecia aequatorialis,Equatorial saki,Pitheciidae,Pithecia,aequatorialis,NA,Omnivore,1.313834033,LC,128.9203499,169.8619986,31.75732047
Pithecia hirsuta,Hairy saki,Pitheciidae,Pithecia,hirsuta,NA,Omnivore,1.313834033,DD,96.16549739,114.5465314,19.11395929
Pithecia inusta,Burnished saki,Pitheciidae,Pithecia,inusta,NA,Omnivore,1.313834033,LC,219.4513731,310.9363942,41.68806048
Pithecia irrorata,Rio Tapajós saki,Pitheciidae,Pithecia,irrorata,NA,Omnivore,1.313834033,DD,145.6140616,219.1081956,50.47186598
Pithecia isabela,Isabel's saki,Pitheciidae,Pithecia,isabela,NA,Omnivore,1.313834033,DD,155.7822467,191.8261103,23.13733707
Pithecia milleri,Miller's saki ,Pitheciidae,Pithecia,milleri,NA,Omnivore,1.313834033,VU,487.4620118,650.9442163,33.53742458
Pithecia monachus,Monk saki,Pitheciidae,Pithecia,monachus,NA,Omnivore,1.313834033,LC,86.5823695,112.4812631,29.91243333
Pithecia napensis,Napo saki,Pitheciidae,Pithecia,napensis,NA,Omnivore,1.313834033,LC,136.8764893,214.9615864,57.04785197
Pithecia pithecia,White-faced saki,Pitheciidae,Pithecia,pithecia,NA,Omnivore,1.313834033,LC,141.3953443,195.7311257,38.42826764
Pithecia rylandsi,Rylands' bald-faced saki,Pitheciidae,Pithecia,rylandsi,NA,Omnivore,1.313834033,VU,226.1265663,337.951475,49.45235338
Platyrrhinus albericoi,NA,Phyllostomidae,Platyrrhinus,albericoi,NA,FruiNect,0.325082973,LC,325.1027501,447.7992109,37.74082522
Platyrrhinus angustirostris,Slender broad-nosed bat ,Phyllostomidae,Platyrrhinus,angustirostris,NA,FruiNect,0.325082973,LC,699.1992834,844.623416,20.79866728
Platyrrhinus aquilus,Darien broad-nosed bat,Phyllostomidae,Platyrrhinus,aquilus,NA,FruiNect,0.325082973,DD,262.9589129,313.3705662,19.17092397
Platyrrhinus aurarius,Eldorado broad-nosed bat,Phyllostomidae,Platyrrhinus,aurarius,NA,FruiNect,0.325082973,LC,76.77338062,111.7516019,45.56035051
Platyrrhinus brachycephalus,Short-headed broad-nosed bat,Phyllostomidae,Platyrrhinus,brachycephalus,NA,FruiNect,0.325082973,LC,178.2890924,252.3326443,41.53005148
Platyrrhinus chocoensis,Choco broad-nosed bat,Phyllostomidae,Platyrrhinus,chocoensis,NA,FruiNect,0.325082973,VU,517.7144922,650.512442,25.65080789
Platyrrhinus dorsalis,Thomas's broad-nosed bat ,Phyllostomidae,Platyrrhinus,dorsalis,NA,FruiNect,0.325082973,LC,989.2310824,1170.787966,18.35333388
Platyrrhinus fusciventris,Brown-bellied broad-nosed bat,Phyllostomidae,Platyrrhinus,fusciventris,NA,FruiNect,0.325082973,LC,151.8734448,210.4466494,38.56711406
Platyrrhinus helleri,Heller's broad-nosed bat,Phyllostomidae,Platyrrhinus,helleri,NA,FruiNect,0.325082973,LC,374.977913,490.3253746,30.76113489
Platyrrhinus incarum,Broad-nosed bat,Phyllostomidae,Platyrrhinus,incarum,NA,FruiNect,0.325082973,LC,228.3086611,332.9799938,45.84641347
Platyrrhinus infuscus,Buffy broad-nosed bat,Phyllostomidae,Platyrrhinus,infuscus,NA,FruiNect,0.325082973,LC,405.9716259,535.0958073,31.80620839
Platyrrhinus ismaeli,NA,Phyllostomidae,Platyrrhinus,ismaeli,NA,FruiNect,0.325082973,NT,489.8914126,673.666295,37.51339127
Platyrrhinus lineatus,White-lined broad-nosed bat,Phyllostomidae,Platyrrhinus,lineatus,NA,FruiNect,0.325082973,LC,682.6468173,884.111218,29.51224493
Platyrrhinus masu,NA,Phyllostomidae,Platyrrhinus,masu,NA,FruiNect,0.325082973,LC,208.1347862,314.6188763,51.16112113
Platyrrhinus matapalensis,Matapalo broad-nosed bat,Phyllostomidae,Platyrrhinus,matapalensis,NA,FruiNect,0.325082973,NT,1114.015249,1497.144355,34.39172906
Platyrrhinus nigellus,NA,Phyllostomidae,Platyrrhinus,nigellus,NA,FruiNect,0.325082973,LC,669.4990532,862.8257682,28.87632388
Platyrrhinus nitelinea,Western broad-nosed bat,Phyllostomidae,Platyrrhinus,nitelinea,NA,FruiNect,0.325082973,DD,760.0612547,920.2667179,21.07796736
Platyrrhinus vittatus,Greater broad-nosed bat,Phyllostomidae,Platyrrhinus,vittatus,NA,FruiNect,0.325082973,LC,991.7423439,1153.066405,16.26673118
Plecturocebus aureipalatii,Madidi titi,Pitheciidae,Plecturocebus,aureipalatii,NA,Omnivore,1.029653014,LC,164.9937446,244.8216559,48.38238654
Plecturocebus brunneus,Brown titi,Pitheciidae,Plecturocebus,brunneus,NA,Omnivore,1.029653014,LC,342.4452419,499.4504579,45.84826909
Plecturocebus caquetensis,Caquetá titi,Pitheciidae,Plecturocebus,caquetensis,NA,Omnivore,1.029653014,CR,847.6160158,1075.526159,26.88837151
Plecturocebus cupreus,Coppery titi,Pitheciidae,Plecturocebus,cupreus,NA,Omnivore,1.029653014,LC,60.60182365,80.36135833,32.60551165
Plecturocebus discolor,White-tailed titi,Pitheciidae,Plecturocebus,discolor,NA,Omnivore,1.029653014,LC,191.2630539,279.9125609,46.34951976
Plecturocebus donacophilus,White-eared titi,Pitheciidae,Plecturocebus,donacophilus,NA,Omnivore,1.029653014,LC,293.0242499,389.3288009,32.86572732
Plecturocebus dubius,Hershkovitz's titi,Pitheciidae,Plecturocebus,dubius,NA,Omnivore,1.029653014,LC,192.2423614,280.4815229,45.89995719
Plecturocebus modestus,Rio Beni titi,Pitheciidae,Plecturocebus,modestus,NA,Omnivore,1.029653014,EN,399.1916604,543.3739453,36.11856136
Plecturocebus oenanthe,Rio Mayo titi,Pitheciidae,Plecturocebus,oenanthe,NA,Omnivore,1.029653014,CR,688.9711106,973.0623064,41.2341231
Plecturocebus ornatus,Ornate titi,Pitheciidae,Plecturocebus,ornatus,NA,FruiNect,0.801818553,VU,637.7947215,830.9749275,30.28877467
Plecturocebus pallescens,White-coated Titi,Pitheciidae,Plecturocebus,pallescens,NA,Omnivore,1.029653014,LC,224.4873011,379.9450813,69.25014444
Podoxymys roraimae,Roraima mouse,Cricetidae,Podoxymys,roraimae,NA,PlantSeed,1.279854226,VU,228.0793803,420.1303668,84.20357255
Potos flavus,Kinkajou,Procyonidae,Potos,flavus,NA,FruiNect,0.63903186,LC,438.8147109,569.1273021,29.69649556
Procyon cancrivorus,Crab-eating raccoon,Procyonidae,Procyon,cancrivorus,NA,Omnivore,1.359236701,LC,NA,NA,NA
Procyon lotor,North American raccoon,Procyonidae,Procyon,lotor,NA,Omnivore,1.33217904,LC,760.1504338,1031.402,35.68393233
Proechimys brevicauda,Short-tailed spiny-rat,Echimyidae,Proechimys,brevicauda,NA,PlantSeed,0.801818553,LC,168.9067783,239.97004,42.07247483
Proechimys chrysaeolus,Boyacá spiny rat,Echimyidae,Proechimys,chrysaeolus,NA,PlantSeed,0.801818553,DD,1045.614099,1254.42204,19.96988584
Proechimys cuvieri,Cuvier's spiny rat,Echimyidae,Proechimys,cuvieri,NA,PlantSeed,0.801818553,LC,127.4405638,180.0508498,41.28221376
Proechimys gardneri,Gardner's spiny-rat,Echimyidae,Proechimys,gardneri,NA,PlantSeed,0.801818553,DD,114.2441334,168.4345763,47.43389547
Proechimys guyannensis,Guyenne spiny-rat,Echimyidae,Proechimys,guyannensis,NA,PlantSeed,0.801818553,LC,124.8916848,179.0467514,43.36162713
Proechimys hoplomyoides,Guyanan spiny-rat,Echimyidae,Proechimys,hoplomyoides,NA,PlantSeed,0.801818553,DD,51.67866767,79.69533498,54.21321519
Proechimys longicaudatus,Long-tailed spiny rat,Echimyidae,Proechimys,longicaudatus,NA,PlantSeed,0.801818553,LC,422.9280918,570.5538146,34.90563187
Proechimys quadruplicatus,Napo spiny rat,Echimyidae,Proechimys,quadruplicatus,NA,PlantSeed,0.801818553,LC,95.88590174,139.9161411,45.91940899
Proechimys semispinosus,Tome's spiny rat,Echimyidae,Proechimys,semispinosus,NA,PlantSeed,0.801818553,LC,799.4752013,973.2916901,21.74132337
Proechimys simonsi,Simons's spiny rat,Echimyidae,Proechimys,simonsi,NA,PlantSeed,0.801818553,LC,144.4809628,207.859703,43.86649907
Proechimys steerei,Steere's spiny rat,Echimyidae,Proechimys,steerei,NA,PlantSeed,0.801818553,LC,107.186001,150.9757381,40.85397036
Pudu mephistophiles,Northern pudú,Cervidae,Pudu,mephistophiles,NA,PlantSeed,0.63903186,VU,811.7700083,1020.415827,25.70257786
Pygoderma bilabiatum,Ipanema bat,Phyllostomidae,Pygoderma,bilabiatum,NA,FruiNect,0,LC,786.5420608,1008.195293,28.18072207
Rhagomys longilingua,Long-tongued arboreal mouse,Cricetidae,Rhagomys,longilingua,NA,PlantSeed,1.279854226,LC,435.2923831,622.2690674,42.95427429
Rhinophylla alethina,Hairy little fruit bat,Phyllostomidae,Rhinophylla,alethina,NA,FruiNect,0.325082973,NT,766.2846847,1009.396419,31.72603334
Rhinophylla fischerae,Fischer's little fruit bat,Phyllostomidae,Rhinophylla,fischerae,NA,FruiNect,0.325082973,LC,196.7145602,269.8414563,37.17411465
Rhinophylla pumilio,Dwarf little fruit bat,Phyllostomidae,Rhinophylla,pumilio,NA,FruiNect,0.325082973,LC,280.5435334,377.8853326,34.69757365
Rhipidomys austrinus,Southern climbing mouse,Cricetidae,Rhipidomys,austrinus,NA,Omnivore,1.366158848,LC,468.2960081,632.1933828,34.99867004
Rhipidomys caucensis,Cauca climbing mouse,Cricetidae,Rhipidomys,caucensis,NA,Omnivore,1.366158848,DD,1161.660663,1357.22751,16.83510962
Rhipidomys couesi,Coues's climbing mouse,Cricetidae,Rhipidomys,couesi,NA,Omnivore,1.366158848,LC,1162.205935,1347.258777,15.92255184
Rhipidomys fulviventer,Buff-bellied climbing mouse,Cricetidae,Rhipidomys,fulviventer,NA,Omnivore,1.366158848,LC,1057.105579,1264.829081,19.65021331
Rhipidomys gardneri,Gardner's climbing mouse,Cricetidae,Rhipidomys,gardneri,NA,Omnivore,1.366158848,LC,74.42373074,117.2523341,57.54697188
Rhipidomys latimanus,Broad-footed climbing mouse,Cricetidae,Rhipidomys,latimanus,NA,Omnivore,1.366158848,LC,885.3219748,1063.52265,20.12834658
Rhipidomys leucodactylus,White-footed climbing mouse,Cricetidae,Rhipidomys,leucodactylus,NA,Omnivore,1.366158848,LC,151.9106844,211.3813376,39.14843344
Rhipidomys macconnelli,MacConnell's climbing mouse,Cricetidae,Rhipidomys,macconnelli,NA,Omnivore,1.366158848,LC,76.55064921,129.2578645,68.85273457
Rhipidomys modicus,Peruvian climbing mouse,Cricetidae,Rhipidomys,modicus,NA,Omnivore,1.366158848,LC,364.952077,504.7256214,38.29915028
Rhipidomys nitela,Splendid climbing mouse,Cricetidae,Rhipidomys,nitela,NA,Omnivore,1.366158848,LC,102.3325398,149.0001656,45.60389685
Rhipidomys ochrogaster,Yellow-bellied climbing mouse,Cricetidae,Rhipidomys,ochrogaster,NA,Omnivore,1.366158848,DD,557.6911661,679.7237156,21.88174333
Rhipidomys venezuelae,Venezuelan climbing mouse,Cricetidae,Rhipidomys,venezuelae,NA,Omnivore,1.366158848,LC,1140.014342,1258.848951,10.42395729
Rhipidomys venustus,Charming climbing mouse,Cricetidae,Rhipidomys,venustus,NA,Omnivore,1.366158848,LC,1213.892453,1326.604631,9.285186458
Rhipidomys wetzeli,Wetzel's climbing mouse,Cricetidae,Rhipidomys,wetzeli,NA,Omnivore,1.366158848,LC,75.94006018,126.5987081,66.70872768
Saguinus geoffroyi,Geoffroy's tamarin,Cebidae,Saguinus,geoffroyi,NA,FruiNect,1.088899975,NT,493.9098598,568.6089721,15.12403747
Saguinus imperator,Emperor tamarin,Cebidae,Saguinus,imperator,subgrisescens,FruiNect,1.088899975,LC,107.8231245,156.4431801,45.09241943
Saguinus inustus,Mottle-faced tamarin,Cebidae,Saguinus,inustus,NA,FruiNect,1.088899975,LC,64.88212937,96.85941636,49.28519964
Saguinus labiatus,White-lipped tamarin,Cebidae,Saguinus,labiatus,NA,FruiNect,1.088899975,LC,135.7605932,204.8435899,50.88589781
Saguinus labiatus,Thomas's Red-bellied Tamarin,Cebidae,Saguinus,labiatus,thomasi,FruiNect,1.088899975,LC,135.7605932,204.8435899,50.88589781
Saguinus leucopus,White-footed tamarin,Cebidae,Saguinus,leucopus,NA,FruiNect,1.088899975,EN,861.2331673,1094.140027,27.04341499
Saguinus melanoleucus,White-mantled tamarin,Cebidae,Saguinus,melanoleucus,NA,FruiNect,1.088899975,LC,66.18507679,96.7326179,46.15472639
Saguinus mystax,White-rumped moustached tamarin,Cebidae,Saguinus,mystax,pluto,FruiNect,1.088899975,LC,62.31412895,78.67706646,26.258792
Saguinus mystax,Moustached tamarin,Cebidae,Saguinus,mystax,NA,FruiNect,1.088899975,LC,62.31412895,78.67706646,26.258792
Saguinus oedipus,Cotton-top tamarin,Cebidae,Saguinus,oedipus,NA,FruiNect,1.088899975,CR,1245.686902,1442.916547,15.83300299
Saimiri boliviensis,Black-capped squirrel monkey,Cebidae,Saimiri,boliviensis,NA,Omnivore,1.609437912,LC,212.3243412,291.3172315,37.2038787
Saimiri boliviensis,Peruvian Squirrel Monkey ,Cebidae,Saimiri,boliviensis,peruviensis,Omnivore,1.609437912,LC,212.3243412,291.3172315,37.2038787
Saimiri oerstedii,Central American squirrel monkey,Cebidae,Saimiri,oerstedii,NA,Omnivore,1.609437912,VU,1191.107494,1444.179048,21.24674354
Saimiri oerstedii,Grey-crowned Central American squirrel monkey,Cebidae,Saimiri,oerstedii,citrinellus,Omnivore,1.609437912,VU,1191.107494,1444.179048,21.24674354
Sapajus apella,Tufted capuchin,Cebidae,Sapajus,apella,NA,Omnivore,1.748067349,LC,173.7904118,251.8565152,44.91968379
Sapajus cay,Azara's capuchin,Cebidae,Sapajus,cay,NA,FruiNect,1.470808476,LC,564.3860194,738.6782851,30.88174755
Sapajus nigritus,Black capuchin,Cebidae,Sapajus,nigritus,NA,FruiNect,1.470808476,NT,1023.686388,1342.56116,31.14965447
Sciurillus pusillus,Neotropical pygmy squirrel,Sciuridae,Sciurillus,pusillus,NA,Omnivore,1.366158848,LC,159.906061,236.0016366,47.58767442
Sciurus aestuans,Brazilian squirrel,Sciuridae,Sciurus,aestuans,NA,PlantSeed,1.029653014,LC,460.8599542,612.8807797,32.98633872
Sciurus alleni,Allen's squirrel,Sciuridae,Sciurus,alleni,NA,PlantSeed,1.029653014,LC,603.7128242,868.7593107,43.90274248
Sciurus aureogaster,Mexican gray squirrel,Sciuridae,Sciurus,aureogaster,NA,PlantSeed,1.029653014,LC,971.5564643,1237.978155,27.42215203
Sciurus colliaei,Collie's squirrel,Sciuridae,Sciurus,colliaei,NA,PlantSeed,1.029653014,LC,490.2707784,648.2674554,32.2264112
Sciurus deppei,Deppe's squirrel,Sciuridae,Sciurus,deppei,NA,PlantSeed,1.029653014,LC,911.5591174,1130.086878,23.9729664
Sciurus flammifer,Fiery squirrel,Sciuridae,Sciurus,flammifer,NA,PlantSeed,1.029653014,DD,247.506541,315.5759128,27.50204969
Sciurus gilvigularis,Yellow-throated squirrel,Sciuridae,Sciurus,gilvigularis,NA,PlantSeed,1.029653014,DD,198.9069459,275.4820101,38.4979337
Sciurus granatensis,Red-tailed squirrels,Sciuridae,Sciurus,granatensis,NA,PlantSeed,1.029653014,LC,1022.694258,1211.00374,18.41307707
Sciurus ignitus,Bolivian squirrel,Sciuridae,Sciurus,ignitus,NA,PlantSeed,1.029653014,LC,266.1763458,374.9756971,40.8749136
Sciurus igniventris,Northern Amazon red squirrel,Sciuridae,Sciurus,igniventris,NA,PlantSeed,1.029653014,LC,139.6003356,189.9252178,36.04925584
Sciurus nayaritensis,Mexican fox squirrel,Sciuridae,Sciurus,nayaritensis,NA,PlantSeed,1.029653014,LC,427.002877,574.7497544,34.60090912
Sciurus oculatus,Peters's squirrel,Sciuridae,Sciurus,oculatus,NA,PlantSeed,1.029653014,LC,1393.266142,1776.389343,27.49820651
Sciurus pucheranii,Andean squirrel,Sciuridae,Sciurus,pucheranii,NA,PlantSeed,1.029653014,DD,976.7757049,1157.895728,18.54264207
Sciurus pyrrhinus,Junín red squirrel,Sciuridae,Sciurus,pyrrhinus,NA,PlantSeed,1.029653014,DD,755.9402189,968.3224496,28.09510929
Sciurus richmondi,Richmond's squirrel,Sciuridae,Sciurus,richmondi,NA,PlantSeed,1.029653014,NT,945.5579056,1001.458977,5.911966976
Sciurus spadiceus,Southern Amazon red squirrel,Sciuridae,Sciurus,spadiceus,NA,PlantSeed,1.029653014,LC,181.8423783,259.5595048,42.73873189
Sciurus stramineus,Guayaquil squirrel,Sciuridae,Sciurus,stramineus,NA,PlantSeed,1.029653014,LC,1029.922362,1282.161121,24.49104601
Sciurus variegatoides,Variegated squirrel,Sciuridae,Sciurus,variegatoides,NA,PlantSeed,1.029653014,LC,1066.87482,1228.675806,15.165883
Sciurus yucatanensis,Yucatan squirrel,Sciuridae,Sciurus,yucatanensis,NA,PlantSeed,1.029653014,LC,528.6167106,720.462663,36.29207108
Scleronycteris ega,Ega long-tongued bat,Phyllostomidae,Scleronycteris,ega,NA,FruiNect,1.088899975,DD,81.00829795,108.0397107,33.36869606
Sigmodontomys alfari,Short-tailed sigmodontomys,Cricetidae,Sigmodontomys,alfari,NA,PlantSeed,1.279854226,LC,805.5063333,938.891057,16.55911545
Sooretamys angouya,Rat-headed rice rat,Cricetidae,Sooretamys,angouya,NA,Omnivore,1.33217904,LC,856.1500668,1144.960947,33.73367488
Sphaeronycteris toxophyllum,Visored bat,Phyllostomidae,Sphaeronycteris,toxophyllum,NA,FruiNect,0.897945725,LC,263.9182184,333.7664071,26.4658458
Sturnira aratathomasi,Aratathomas's yellow-shouldered bat,Phyllostomidae,Sturnira,aratathomasi,NA,FruiNect,0,LC,959.6138645,1105.923195,15.24668785
Sturnira bakeri,Baker's Yellow-shouldered Bat,Phyllostomidae,Sturnira,bakeri,NA,FruiNect,0,LC,791.387982,902.5373031,14.04485835
Sturnira bidens,Bidentate yellow-shouldered bat,Phyllostomidae,Sturnira,bidens,NA,FruiNect,0,LC,840.6633152,1032.82627,22.85849182
Sturnira bogotensis,Bogotá yellow-shouldered bat,Phyllostomidae,Sturnira,bogotensis,NA,FruiNect,0,LC,957.0730768,1153.96933,20.57275021
Sturnira burtonlimi,Burton's yellow-shouldered bat,Phyllostomidae,Sturnira,burtonlimi,NA,FruiNect,0,DD,2473.127589,2800.752831,13.24740556
Sturnira erythromos,Hairy yellow-shouldered bat,Phyllostomidae,Sturnira,erythromos,NA,FruiNect,0,LC,706.6570517,875.8829575,23.94738797
Sturnira hondurensis,Honduran yellow-shouldered bat,Phyllostomidae,Sturnira,hondurensis,NA,FruiNect,0,LC,1050.213593,1303.250551,24.09385662
Sturnira koopmanhilli,Chocoan yellow-shouldered bat,Phyllostomidae,Sturnira,koopmanhilli,NA,FruiNect,0,DD,594.4344114,777.620176,30.81681698
Sturnira lilium,Little yellow-shouldered bat,Phyllostomidae,Sturnira,lilium,NA,FruiNect,0,LC,696.3054009,900.5361876,29.33063371
Sturnira ludovici,Highland yellow-shouldered bat,Phyllostomidae,Sturnira,ludovici,NA,FruiNect,0,LC,872.1220139,1045.786812,19.91290152
Sturnira luisi,Louis's yellow-shouldered bat,Phyllostomidae,Sturnira,luisi,NA,FruiNect,0,LC,834.947599,1045.763608,25.24901075
Sturnira magna,Greater yellow-shouldered bat,Phyllostomidae,Sturnira,magna,NA,FruiNect,0,LC,334.5789911,445.608383,33.18480683
Sturnira mistratensis,Mistratoan yellow-shouldered bat ,Phyllostomidae,Sturnira,mistratensis,NA,FruiNect,0,DD,329.9039784,348.0278821,5.49369055
Sturnira mordax,Talamancan yellow-shouldered bat,Phyllostomidae,Sturnira,mordax,NA,FruiNect,0,LC,1039.498519,1188.855748,14.36820022
Sturnira nana,Lesser yellow-shouldered bat,Phyllostomidae,Sturnira,nana,NA,FruiNect,0,EN,194.6694378,421.7934279,116.6716217
Sturnira oporaphilum,Tschudi's yellow-shouldered bat,Phyllostomidae,Sturnira,oporaphilum,NA,FruiNect,0,LC,534.6202672,699.2531702,30.79436249
Sturnira parvidens,Little yellow-shouldered Mesoamerican bat,Phyllostomidae,Sturnira,parvidens,NA,FruiNect,0,LC,824.9245128,1032.932668,25.21541693
Sturnira perla,Perla Yellow-shouldered Bat,Phyllostomidae,Sturnira,perla,NA,FruiNect,0,DD,630.0189893,896.7775391,42.34135071
Sturnira tildae,Tilda's yellow-shouldered bat,Phyllostomidae,Sturnira,tildae,NA,FruiNect,0,LC,372.7564627,495.4645808,32.91911219
Tanyuromys aphrastus,Harris's Rice Water Rat,Cricetidae,Tanyuromys,aphrastus,NA,PlantSeed,1.279854226,DD,988.3044915,1186.237051,20.02748758
Tapecomys primus,Primordial tapecua,Cricetidae,Tapecomys,primus,NA,PlantSeed,1.279854226,LC,493.7017864,658.1027452,33.29964837
Tayassu pecari,White-lipped peccary,Tayassuidae,Tayassu,pecari,NA,Omnivore,1.504788284,VU,344.0595219,464.6940063,35.06209729
Thaptomys nigrita,Blackish grass mouse,Cricetidae,Thaptomys,nigrita,NA,Omnivore,1.279854226,LC,918.7961999,1206.451541,31.30785057
Thomasomys andersoni,Anderson's Oldfield mouse,Cricetidae,Thomasomys,andersoni,NA,Omnivore,1.366158848,DD,716.8063827,964.1585838,34.50753329
Thomasomys apeco,Apeco Oldfield mouse,Cricetidae,Thomasomys,apeco,NA,Omnivore,1.366158848,VU,172.9818489,173.0434303,0.035599952
Thomasomys aureus,Golden Oldfield mouse,Cricetidae,Thomasomys,aureus,NA,Omnivore,1.366158848,LC,787.5469278,990.6930642,25.79479764
Thomasomys auricularis,Red Andean Thomasomys,Cricetidae,Thomasomys,auricularis,NA,Omnivore,1.366158848,DD,923.0712032,1201.795324,30.19530016
Thomasomys baeops,Beady-eyed mouse,Cricetidae,Thomasomys,baeops,NA,Omnivore,1.366158848,LC,963.2623915,1232.892709,27.99136769
Thomasomys bombycinus,Silky Oldfield mouse,Cricetidae,Thomasomys,bombycinus,NA,Omnivore,1.366158848,VU,799.6084998,931.8327213,16.53612006
Thomasomys caudivarius,White-tipped Oldfield mouse,Cricetidae,Thomasomys,caudivarius,NA,Omnivore,1.366158848,LC,892.0936315,1171.212996,31.28812433
Thomasomys cinereiventer,Ashy-bellied Oldfield mouse,Cricetidae,Thomasomys,cinereiventer,NA,Omnivore,1.366158848,LC,1099.551035,1283.579052,16.73665086
Thomasomys cinereus,Ash-colored Oldfield mouse,Cricetidae,Thomasomys,cinereus,NA,Omnivore,1.366158848,LC,968.9243642,1197.473705,23.5879444
Thomasomys cinnameus,Cinnamon-colored Oldfield mouse,Cricetidae,Thomasomys,cinnameus,NA,Omnivore,1.366158848,LC,1007.188604,1317.203958,30.78026827
Thomasomys contradictus,Central Andes Oldfield mouse,Cricetidae,Thomasomys,contradictus,NA,Omnivore,1.366158848,DD,1218.576334,1446.496556,18.70381159
Thomasomys daphne,Daphne's Oldfield mouse,Cricetidae,Thomasomys,daphne,NA,Omnivore,1.366158848,LC,496.4438095,659.3910308,32.82289319
Thomasomys dispar,Colombian Oldfield mouse,Cricetidae,Thomasomys,dispar,NA,Omnivore,1.366158848,DD,995.396788,1157.570818,16.29240039
Thomasomys eleusis,Peruvian Oldfield mouse,Cricetidae,Thomasomys,eleusis,NA,Omnivore,1.366158848,VU,537.8881014,667.1553543,24.03236892
Thomasomys emeritus,Venezuelan Oldfield Mouse,Cricetidae,Thomasomys,emeritus,NA,Omnivore,1.366158848,DD,1142.545648,1224.47536,7.170804234
Thomasomys erro,Wandering Oldfield mouse,Cricetidae,Thomasomys,erro,NA,Omnivore,1.366158848,LC,1051.592395,1456.922993,38.54445886
Thomasomys gracilis,Slender Oldfield mouse,Cricetidae,Thomasomys,gracilis,NA,Omnivore,1.366158848,NT,400.7054466,568.9930324,41.99782838
Thomasomys hylophilus,Woodland Oldfield mouse,Cricetidae,Thomasomys,hylophilus,NA,Omnivore,1.366158848,VU,1054.455461,1192.868438,13.12648868
Thomasomys incanus,Inca Oldfield mouse,Cricetidae,Thomasomys,incanus,NA,Omnivore,1.366158848,LC,566.2804838,693.1669273,22.40699568
Thomasomys ischyrus,Strong-tailed Oldfield mouse,Cricetidae,Thomasomys,ischyrus,NA,Omnivore,1.366158848,LC,453.3768166,558.2256123,23.12619257
Thomasomys kalinowskii,Kalinowski's oldfield mouse,Cricetidae,Thomasomys,kalinowskii,NA,Omnivore,1.366158848,LC,574.2906338,712.3458172,24.03925386
Thomasomys ladewi,Ladew's oldfield mouse,Cricetidae,Thomasomys,ladewi,NA,Omnivore,1.366158848,LC,661.7489053,806.6033686,21.88964154
Thomasomys laniger,Soft-furred Oldfield mouse,Cricetidae,Thomasomys,laniger,NA,Omnivore,1.366158848,LC,1168.968418,1368.445865,17.06440002
Thomasomys macrotis,Large-eared Oldfield mouse,Cricetidae,Thomasomys,macrotis,NA,Omnivore,1.366158848,VU,614.3513212,749.2193075,21.95290896
Thomasomys monochromos,Unicolored oldfield mouse,Cricetidae,Thomasomys,monochromos,NA,Omnivore,1.366158848,EN,734.8170076,908.5578073,23.64409069
Thomasomys nicefori,Nicefor's Oldfield mouse,Cricetidae,Thomasomys,nicefori,NA,Omnivore,1.366158848,LC,1111.138308,1328.426793,19.55548501
Thomasomys niveipes,Snow-footed Oldfield mouse,Cricetidae,Thomasomys,niveipes,NA,Omnivore,1.366158848,LC,1280.906031,1534.794293,19.82099042
Thomasomys notatus,Distinguished Oldfield mouse,Cricetidae,Thomasomys,notatus,NA,Omnivore,1.366158848,LC,584.6409131,759.5788269,29.92228389
